tier_code,role_hint,tier_label,supplier,country,region,business_family,record_count,primary_count,alternate_count,mass_exposure_kg_sum_record_level,confidence,modeling_action,has_coordinates,source_ids,geocode_status_counts,system_examples,component_examples,description_examples,review_status,recommended_tier_code,reviewed_action,reviewed_confidence,review_rationale,review_source_ids,canonical_supplier
T2,tier2_second_transformation,Second transformation / component processor,ROHM Co. Ltd,Japan,Outside_Europe,general_industrial,1,0,1,0.8,review,keep_as_supply_tier_node,False,,needs_verified_site:1,lightning,lightning,Semi-conducteurs,validated_supplier_cots_upstream,T2,demote_to_electronics_cots_upstream,medium_high,Semiconductor supplier; valid upstream electronics but not direct seat supplier.,SRC_ROHM_001,ROHM
T2,tier2_second_transformation,Second transformation / component processor,Racelogic,United Kingdom,Europe_non_FR,general_industrial,1,1,0,3.365,review,keep_as_supply_tier_node,False,,needs_verified_site:1,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,Capteurs et data avioniques,wrong_scope_or_unrelated,T2,remove_unless_product_traceability_exists,low,Data logger/vehicle testing supplier does not fit cable bracket record without exact product proof.,,
T2,tier2_second_transformation,Second transformation / component processor,SGL Carbon,Germany,Europe_non_FR,general_industrial,1,1,0,0.0478353,review,keep_as_supply_tier_node,True,,kept_from_source_json:1,Ens. Structure porte,Z10CNT18,Fibre carbone / graphites,validated_supplier,T2,keep_or_reclassify_T3_composites,high,Carbon/composites materials supplier.,SRC_HEXCEL_001,SGL Carbon
T2,tier2_second_transformation,Second transformation / component processor,SIKA,United States,Outside_Europe,polymer_plastic_chemical,1,0,1,0.392,review,keep_as_supply_tier_node,True,,kept_from_source_json:1,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,Polymères composites / colles,validated_supplier,T2,keep_with_product_scope_check,high,Aerospace adhesives/sealants supplier; verify exact adhesive/film product.,SRC_SIKA_001,Sika
T2,tier2_second_transformation,Second transformation / component processor,TSMC,United States,Outside_Europe,general_industrial,1,0,1,1.5,review,keep_as_supply_tier_node,False,,needs_verified_site:1,System IFE (In-Flight Entertainment) est un ensemble d'équipements et de logiciels qui permet aux passagers d'occuper leur temps à bord d'un avion.,System IFE boitier ref FJKL1-3K1100-01ATAB,Semi-conducteurs — fonderie électronique,cots_brand_not_supply_node,T2,replace_with_exact_component_supplier,medium,Foundry too far upstream/generic without exact electronic BOM.,SRC_TSMC_001,TSMC
T1,tier1,Direct supplier / module or subassembly integrator,THALES,France,France,general_industrial,5,0,5,6.485,review,keep_as_supply_tier_node,True,,kept_from_source_json:5,lightning | System IFE (In-Flight Entertainment) est un ensemble d'équipements et de logiciels qui permet aux passagers d'occuper leur temps à bord d'un avion. | Brackets set | Commande actionnement ECU | Remote extender unit,lightning | System IFE boitier ref FJKL1-3K1100-01ATAB | cables FJKL1-3K1J01-01ATAB_BRACKETS-SET | Commande actionnement ECU | télécommande,Systèmes avioniques — Tier 1,validated_supplier,T1,keep_with_product_scope_check,high,Aerospace/avionics supplier; plausible T1/T2 for IFE/electronics.,SRC_THALES_001,Thales
T1,tier1,Direct supplier / module or subassembly integrator,JAMMY Inc,United States,Outside_Europe,general_industrial,4,4,0,6.435,review,keep_as_supply_tier_node,False,,needs_verified_site:4,System IFE (In-Flight Entertainment) est un ensemble d'équipements et de logiciels qui permet aux passagers d'occuper leur temps à bord d'un avion. | Brackets set | Powerbox | Remote extender unit,System IFE boitier ref FJKL1-3K1100-01ATAB | cables FJKL1-3K1J01-01ATAB_BRACKETS-SET | powerbox | télécommande,Fournisseur électronique / éclairage aéronautique,not_verified_probable_error,T1,remove_or_replace_with_JAMCO_if_intended,low,Not verifiable as aerospace-seat supplier; likely typo/noise.,,
T1,tier1,Direct supplier / module or subassembly integrator,Continental,Germany,Europe_non_FR,general_industrial,3,3,0,4.756,review,keep_as_supply_tier_node,True,,kept_from_source_json:3,Ecran - Screen Display (COTS) | Ecran - 00-5136-51 Rev F Seat Power Box 4 (SPB4) | Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",Systèmes mécatroniques — Tier 1,cots_brand_not_supply_node,T1,demote_or_remove_unless_exact_display_supplier,medium,Real electronics/automotive group but not a qualified aerospace seat supplier by current data.,,
T1,tier1,Direct supplier / module or subassembly integrator,General Electric,United States,Outside_Europe,general_industrial,3,2,1,3.3664,review,keep_as_supply_tier_node,True,,kept_from_source_json:3,Stowage assemblé avec porte | Brackets set | Ens. Tablette repas,Silicone | cables FJKL1-3K1J01-01ATAB_BRACKETS-SET | Silicone50 shore,Moteurs / systèmes électriques — Tier 1,wrong_scope_or_too_broad,T1,remove_unless_exact_GE_aerospace_product,medium,Too broad and mismatched for silicone/cables without product traceability.,,
T1,tier1,Direct supplier / module or subassembly integrator,PMV,France,France,general_industrial,2,0,2,1.57,review,keep_as_supply_tier_node,True,,kept_from_source_json:2,System IFE (In-Flight Entertainment) est un ensemble d'équipements et de logiciels qui permet aux passagers d'occuper leur temps à bord d'un avion. | Remote extender unit,System IFE boitier ref FJKL1-3K1100-01ATAB | télécommande,Mécanique / outillage aéronautique — Tier 1,needs_business_validation,T1,verify_exact_legal_entity_and_product,low,Ambiguous supplier name.,,
T1,tier1,Direct supplier / module or subassembly integrator,Valeo,France,France,general_industrial,2,1,1,1.0,review,keep_as_supply_tier_node,True,,kept_from_source_json:2,lightning | SFCU (Seat Function Control Unit),lightning | Clavier,Équipementier systèmes électroniques — Tier 1,cots_brand_not_supply_node,T1,demote_or_remove_unless_exact_product,medium,Automotive electronics brand; not a direct aerospace-seat supplier without proof.,,
T1,tier1,Direct supplier / module or subassembly integrator,Adhetec,France,France,general_industrial,1,0,1,0.392,review,keep_as_supply_tier_node,True,,kept_from_source_json:1,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,Films adhésifs techniques — aéronautique,validated_supplier,T1,keep,high,Aerospace adhesive films/decoration supplier.,SRC_ADHETEC_001,Adhetec
T1,tier1,Direct supplier / module or subassembly integrator,ESPACE (France),France,France,general_industrial,1,1,0,0.008,review,keep_as_supply_tier_node,True,,kept_from_source_json:1,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",Mécanique — sous-ensembles aéronautiques,duplicate_normalization,T1,merge_with_ESPACE,medium,Duplicate naming variant; merge into existing ESPACE supplier record.,,
T1,tier1,Direct supplier / module or subassembly integrator,Honeywell,United States,Outside_Europe,general_industrial,1,0,1,3.365,review,keep_as_supply_tier_node,True,,kept_from_source_json:1,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,Systèmes avioniques — Tier 1,validated_supplier_with_scope_issue,T1,keep_with_product_scope_check,high,Aerospace systems/electronics group; exact cable/electronic product still needed.,SRC_HONEYWELL_001,Honeywell Aerospace
T1,tier1,Direct supplier / module or subassembly integrator,KEMKO Aerospace,United States,Outside_Europe,metal_transformation_or_machining,1,0,1,0.392,review,keep_as_supply_tier_node,False,,needs_verified_site:1,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,Systèmes de fixation et composants cabine,validated_supplier,T1,keep_with_product_scope_check,medium_high,Aerospace supplier; exact product/site should be validated.,SRC_KEMKO_001,KEMKO Aerospace
T1,tier1,Direct supplier / module or subassembly integrator,LIEBHERR,Germany,Europe_non_FR,general_industrial,1,1,0,0.75,review,keep_as_supply_tier_node,False,,needs_verified_site:1,Commande actionnement ECU,Commande actionnement ECU,Systèmes hydrauliques — Tier 1,validated_supplier,T1,keep_with_product_scope_check,high,Aerospace systems supplier; exact ECU/actuation relevance should be validated.,SRC_LIEBHERR_001,Liebherr Aerospace
T1,tier1,Direct supplier / module or subassembly integrator,Madelec Aero,France,France,seat_interior_module,1,0,1,0.8,review,keep_as_supply_tier_node,True,,kept_from_source_json:1,lightning,lightning,Éclairage et équipements cabine — Tier 1,validated_supplier,T1,keep,medium_high,French aerospace electrical/electronic supplier.,SRC_MADEL_EC_001,Madelec Aero
T1,tier1,Direct supplier / module or subassembly integrator,S.E.L.A,France,France,general_industrial,1,1,0,0.8,review,keep_as_supply_tier_node,True,,kept_from_source_json:1,lightning,lightning,Sous-traitance aéronautique — Tier 1,needs_business_validation,T1,verify_exact_legal_entity_and_product,low,Ambiguous supplier name.,,
T1,tier1,Direct supplier / module or subassembly integrator,SCHNEIDER,France,France,general_industrial,1,0,1,3.365,review,keep_as_supply_tier_node,True,,kept_from_source_json:1,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,Électricité / contrôle — Tier 1,cots_brand_not_supply_node,T1,demote_or_remove_unless_exact_part,medium,Likely Schneider Electric; too generic as T1 cable supplier.,,
T1,tier1,Direct supplier / module or subassembly integrator,SCHOTT,Germany,Europe_non_FR,general_industrial,1,0,1,0.8,review,keep_as_supply_tier_node,True,,kept_from_source_json:1,lightning,lightning,Verres spéciaux / optique — Tier 1,validated_supplier,T1,keep_with_product_scope_check,high,SCHOTT has aviation markets; plausible lighting/glass supplier.,SRC_SCHOTT_001,SCHOTT Aviation
T1,tier1,Direct supplier / module or subassembly integrator,Tyco Electronic,United States,Outside_Europe,electronics_ife,1,0,1,3.365,review,keep_as_supply_tier_node,False,,needs_verified_site:1,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,Connectique / câblage aéronautique,validated_supplier,T1,normalize_name,high,Normalize to TE Connectivity; aerospace connectors/electronics supplier.,SRC_TE_001,TE Connectivity
